,path,name,id,size,bounding box
605,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000606.JPEG,"['n07880968', 'n07880968']","[965, 965]","['375', '500']","[[25, 107, 192, 220], [103, 3, 203, 117]]"
606,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000607.JPEG,['n03598930'],[611],"['375', '500']","[[0, 0, 222, 223]]"
607,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000608.JPEG,['n03724870'],[643],"['500', '375']","[[69, 61, 157, 137]]"
608,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000609.JPEG,['n02066245'],[147],"['500', '361']","[[48, 59, 90, 128]]"
609,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000610.JPEG,['n02128925'],[290],"['510', '286']","[[50, 9, 216, 223]]"
610,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000611.JPEG,"['n04465501', 'n04465501']","[866, 866]","['424', '500']","[[123, 114, 196, 150], [50, 123, 77, 139]]"
611,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000612.JPEG,['n02094258'],[186],"['500', '393']","[[49, 0, 200, 200]]"
612,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000613.JPEG,['n02086646'],[156],"['500', '473']","[[5, 46, 180, 223]]"
613,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000614.JPEG,"['n04141076', 'n04141076', 'n04141076', 'n04141076']","[776, 776, 776, 776]","['500', '336']","[[0, 114, 40, 198], [144, 90, 196, 181], [126, 100, 163, 181], [29, 100, 126, 147]]"
614,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000615.JPEG,['n04136333'],[775],"['375', '500']","[[44, 124, 166, 190]]"
615,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000616.JPEG,['n13133613'],[998],"['381', '480']","[[75, 11, 161, 214]]"
616,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000617.JPEG,['n02342885'],[333],"['500', '479']","[[25, 47, 185, 158]]"
617,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000618.JPEG,['n02281406'],[325],"['500', '466']","[[67, 69, 162, 169]]"
618,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000619.JPEG,['n03443371'],[572],"['375', '500']","[[65, 67, 173, 184]]"
619,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000620.JPEG,['n07613480'],[927],"['500', '375']","[[38, 44, 185, 162]]"
620,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000621.JPEG,"['n04008634', 'n04008634']","[744, 744]","['500', '375']","[[103, 7, 217, 173], [9, 77, 85, 142]]"
621,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000622.JPEG,"['n04141327', 'n04141327', 'n04141327', 'n04141327', 'n04141327']","[777, 777, 777, 777, 777]","['500', '375']","[[44, 8, 202, 221], [0, 2, 86, 142], [161, 176, 215, 223], [84, 53, 223, 223], [0, 0, 153, 213]]"
622,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000623.JPEG,"['n04347754', 'n04347754']","[833, 833]","['500', '344']","[[44, 91, 144, 128], [178, 116, 191, 128]]"
623,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000624.JPEG,"['n03314780', 'n03314780']","[551, 551]","['402', '439']","[[118, 40, 220, 128], [7, 60, 132, 184]]"
624,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000625.JPEG,['n02165456'],[301],"['500', '459']","[[53, 39, 164, 187]]"
625,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000626.JPEG,['n03930313'],[716],"['500', '373']","[[28, 171, 208, 220]]"
626,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000627.JPEG,"['n04392985', 'n04392985', 'n04392985', 'n04392985', 'n04392985', 'n04392985']","[848, 848, 848, 848, 848, 848]","['500', '334']","[[94, 59, 181, 125], [108, 99, 170, 164], [0, 48, 112, 124], [172, 73, 221, 122], [1, 125, 81, 190], [0, 108, 81, 146]]"
627,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000628.JPEG,['n01872401'],[102],"['500', '375']","[[35, 0, 222, 223]]"
628,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000629.JPEG,['n04204238'],[790],"['400', '400']","[[14, 36, 189, 205]]"
629,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000630.JPEG,['n07831146'],[959],"['500', '500']","[[17, 76, 223, 223]]"
630,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000631.JPEG,['n02690373'],[404],"['500', '375']","[[21, 97, 217, 203]]"
631,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000632.JPEG,['n12144580'],[987],"['375', '500']","[[0, 0, 222, 211]]"
632,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000633.JPEG,['n02776631'],[415],"['500', '440']","[[3, 2, 222, 221]]"
633,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000634.JPEG,['n02877765'],[455],"['500', '468']","[[17, 14, 212, 204]]"
634,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000635.JPEG,['n02108089'],[242],"['500', '389']","[[48, 16, 176, 196]]"
635,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000636.JPEG,['n03532672'],[600],"['500', '435']","[[2, 21, 198, 186]]"
636,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000637.JPEG,['n03126707'],[517],"['375', '500']","[[16, 3, 100, 211]]"
637,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000638.JPEG,['n01560419'],[16],"['500', '375']","[[58, 24, 145, 215]]"
638,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000639.JPEG,['n02268853'],[320],"['500', '401']","[[94, 67, 184, 196]]"
639,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000640.JPEG,['n03691459'],[632],"['788', '378']","[[63, 7, 161, 221]]"
640,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000641.JPEG,"['n03404251', 'n03404251']","[568, 568]","['738', '762']","[[2, 48, 112, 223], [111, 50, 208, 221]]"
641,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000642.JPEG,['n02364673'],[338],"['500', '375']","[[69, 90, 134, 143]]"
642,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000643.JPEG,['n02101556'],[216],"['500', '334']","[[37, 34, 151, 188]]"
643,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000644.JPEG,['n02326432'],[331],"['600', '450']","[[58, 59, 212, 139]]"
644,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000645.JPEG,['n03954731'],[726],"['800', '600']","[[36, 32, 201, 171]]"
645,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000646.JPEG,"['n07831146', 'n07831146']","[959, 959]","['500', '375']","[[132, 90, 223, 171], [0, 92, 112, 223]]"
646,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000647.JPEG,"['n03584254', 'n03584254']","[605, 605]","['500', '345']","[[127, 41, 162, 201], [0, 0, 45, 218]]"
647,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000648.JPEG,['n02012849'],[134],"['375', '500']","[[1, 45, 222, 187]]"
648,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000649.JPEG,['n03804744'],[677],"['500', '500']","[[102, 103, 137, 188]]"
649,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000650.JPEG,['n02128385'],[288],"['150', '100']","[[0, 6, 189, 221]]"
650,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000651.JPEG,['n01530575'],[10],"['500', '382']","[[16, 65, 150, 169]]"
651,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000652.JPEG,['n03933933'],[718],"['500', '375']","[[0, 0, 192, 175]]"
652,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000653.JPEG,"['n04409515', 'n04409515', 'n04409515']","[852, 852, 852]","['500', '335']","[[109, 127, 134, 164], [53, 79, 76, 110], [28, 157, 54, 192]]"
653,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000654.JPEG,"['n02823428', 'n02823428', 'n02823428', 'n02823428', 'n02823428', 'n02823428']","[440, 440, 440, 440, 440, 440]","['500', '375']","[[39, 65, 73, 181], [163, 59, 194, 177], [73, 60, 101, 180], [102, 99, 132, 179], [129, 66, 163, 178], [103, 62, 128, 151]]"
654,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000655.JPEG,['n01877812'],[104],"['408', '500']","[[56, 45, 164, 180]]"
655,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000656.JPEG,['n03920288'],[712],"['500', '333']","[[0, 2, 212, 222]]"
656,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000657.JPEG,['n02510455'],[388],"['500', '375']","[[28, 31, 166, 201]]"
657,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000658.JPEG,"['n02112350', 'n02112350']","[261, 261]","['500', '367']","[[90, 0, 223, 222], [0, 67, 118, 223]]"
658,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000659.JPEG,"['n03594945', 'n03594945', 'n03594945', 'n03594945']","[609, 609, 609, 609]","['500', '375']","[[79, 129, 125, 156], [47, 129, 69, 144], [7, 127, 25, 145], [180, 136, 223, 201]]"
659,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000660.JPEG,"['n03642806', 'n03642806']","[620, 620]","['1280', '960']","[[125, 76, 217, 172], [77, 10, 98, 44]]"
660,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000661.JPEG,['n02395406'],[341],"['500', '375']","[[58, 56, 122, 193]]"
661,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000662.JPEG,['n03452741'],[579],"['500', '384']","[[36, 50, 216, 223]]"
662,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000663.JPEG,['n02860847'],[450],"['500', '375']","[[90, 108, 157, 204]]"
663,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000664.JPEG,['n03673027'],[628],"['500', '333']","[[0, 0, 220, 223]]"
664,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000665.JPEG,['n02102040'],[217],"['500', '334']","[[92, 0, 223, 221]]"
665,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000666.JPEG,"['n04505470', 'n04505470', 'n04505470', 'n04505470']","[878, 878, 878, 878]","['375', '500']","[[61, 123, 90, 145], [78, 87, 102, 116], [2, 155, 59, 195], [99, 72, 113, 81]]"
666,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000667.JPEG,['n04086273'],[763],"['350', '172']","[[3, 10, 220, 218]]"
667,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000668.JPEG,['n02099849'],[209],"['500', '500']","[[5, 21, 140, 184]]"
668,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000669.JPEG,['n01990800'],[126],"['500', '392']","[[19, 8, 223, 193]]"
669,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000670.JPEG,['n03781244'],[663],"['375', '500']","[[0, 0, 221, 220]]"
670,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000671.JPEG,['n04461696'],[864],"['500', '375']","[[39, 77, 137, 158]]"
671,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000672.JPEG,['n02106166'],[232],"['376', '500']","[[30, 33, 200, 209]]"
672,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000673.JPEG,['n04141076'],[776],"['334', '500']","[[71, 38, 171, 185]]"
673,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000674.JPEG,"['n07717556', 'n07717556']","[942, 942]","['384', '500']","[[4, 56, 222, 222], [14, 3, 222, 72]]"
674,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000675.JPEG,['n02361337'],[336],"['345', '500']","[[20, 49, 137, 213]]"
675,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000676.JPEG,"['n03976657', 'n03976657', 'n03976657', 'n03976657']","[733, 733, 733, 733]","['500', '500']","[[113, 56, 123, 181], [169, 90, 180, 165], [96, 94, 103, 153], [32, 86, 43, 161]]"
676,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000677.JPEG,['n03832673'],[681],"['500', '375']","[[0, 3, 223, 223]]"
677,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000678.JPEG,"['n03109150', 'n03109150']","[512, 512]","['500', '294']","[[18, 28, 210, 192], [0, 51, 112, 208]]"
678,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000679.JPEG,['n01776313'],[78],"['342', '249']","[[9, 14, 223, 215]]"
679,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000680.JPEG,['n03788195'],[668],"['500', '379']","[[28, 0, 198, 223]]"
680,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000681.JPEG,['n03884397'],[699],"['333', '500']","[[32, 68, 125, 223]]"
681,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000682.JPEG,['n04019541'],[746],"['500', '432']","[[77, 194, 86, 201]]"
682,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000683.JPEG,['n01693334'],[46],"['500', '375']","[[29, 76, 170, 160]]"
683,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000684.JPEG,"['n03633091', 'n03633091', 'n03633091', 'n03633091']","[618, 618, 618, 618]","['500', '375']","[[0, 94, 101, 223], [21, 81, 133, 223], [26, 63, 182, 223], [39, 73, 155, 223]]"
684,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000685.JPEG,['n02325366'],[330],"['353', '251']","[[31, 11, 189, 207]]"
685,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000686.JPEG,"['n03623198', 'n03623198']","[615, 615]","['400', '400']","[[4, 40, 78, 205], [87, 15, 223, 205]]"
686,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000687.JPEG,['n02795169'],[427],"['384', '500']","[[0, 0, 222, 223]]"
687,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000688.JPEG,['n01744401'],[62],"['500', '393']","[[3, 6, 182, 178]]"
688,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000689.JPEG,['n01955084'],[116],"['500', '375']","[[59, 43, 159, 172]]"
689,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000690.JPEG,['n02002556'],[127],"['392', '500']","[[48, 34, 201, 186]]"
690,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000691.JPEG,"['n07754684', 'n07754684', 'n07754684']","[955, 955, 955]","['500', '360']","[[19, 46, 86, 217], [142, 46, 203, 207], [86, 54, 143, 199]]"
691,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000692.JPEG,"['n02174001', 'n02174001']","[306, 306]","['500', '375']","[[77, 66, 152, 222], [83, 32, 156, 141]]"
692,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000693.JPEG,['n02793495'],[425],"['334', '500']","[[34, 85, 199, 153]]"
693,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000694.JPEG,"['n02095889', 'n02095889']","[190, 190]","['400', '309']","[[92, 58, 223, 223], [0, 17, 110, 223]]"
694,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000695.JPEG,['n02484975'],[370],"['500', '333']","[[70, 28, 157, 223]]"
695,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000696.JPEG,['n02094433'],[187],"['500', '451']","[[30, 45, 169, 203]]"
696,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000697.JPEG,"['n09229709', 'n09229709', 'n09229709', 'n09229709']","[971, 971, 971, 971]","['500', '460']","[[75, 155, 120, 200], [162, 185, 191, 214], [18, 74, 61, 120], [95, 71, 118, 95]]"
697,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000698.JPEG,['n03207941'],[534],"['370', '500']","[[28, 72, 73, 222]]"
698,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000699.JPEG,['n02655020'],[397],"['500', '375']","[[39, 0, 209, 201]]"
699,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000700.JPEG,['n03773504'],[657],"['403', '570']","[[37, 7, 98, 211]]"
700,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000701.JPEG,['n04367480'],[840],"['800', '600']","[[114, 0, 175, 131]]"
701,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000702.JPEG,"['n03933933', 'n03933933']","[718, 718]","['375', '500']","[[0, 98, 98, 112], [126, 121, 222, 223]]"
702,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000703.JPEG,['n01955084'],[116],"['263', '500']","[[10, 17, 209, 214]]"
703,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000704.JPEG,"['n04355933', 'n04355933', 'n04355933', 'n04355933', 'n04355933', 'n04355933', 'n04355933', 'n04355933']","[836, 836, 836, 836, 836, 836, 836, 836]","['500', '413']","[[132, 93, 172, 130], [133, 139, 172, 176], [172, 112, 204, 135], [179, 151, 208, 174], [5, 174, 118, 222], [129, 188, 176, 222], [184, 211, 211, 222], [107, 110, 119, 127]]"
704,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000705.JPEG,['n13040303'],[994],"['500', '375']","[[97, 37, 137, 188]]"
705,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000706.JPEG,['n02786058'],[419],"['2001', '1501']","[[60, 25, 157, 194]]"
706,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000707.JPEG,['n04090263'],[764],"['500', '375']","[[25, 133, 206, 206]]"
707,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000708.JPEG,['n02101006'],[214],"['500', '375']","[[0, 29, 147, 222]]"
708,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000709.JPEG,['n02124075'],[285],"['375', '500']","[[11, 26, 210, 202]]"
709,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000710.JPEG,"['n03720891', 'n03720891']","[641, 641]","['375', '264']","[[0, 87, 219, 221], [5, 5, 169, 114]]"
710,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000711.JPEG,"['n07749582', 'n07749582', 'n07749582']","[951, 951, 951]","['500', '500']","[[94, 117, 186, 209], [17, 106, 98, 196], [155, 110, 206, 162]]"
711,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000712.JPEG,['n04517823'],[882],"['500', '375']","[[109, 126, 181, 222]]"
712,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000713.JPEG,['n01534433'],[13],"['500', '393']","[[34, 55, 186, 174]]"
713,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000714.JPEG,"['n04335435', 'n04335435']","[829, 829]","['500', '375']","[[31, 6, 208, 203], [24, 63, 54, 158]]"
714,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000715.JPEG,['n03661043'],[624],"['500', '375']","[[0, 0, 223, 223]]"
715,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000716.JPEG,['n02101556'],[216],"['480', '360']","[[46, 0, 222, 223]]"
716,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000717.JPEG,"['n03785016', 'n03785016']","[665, 665]","['500', '375']","[[22, 7, 145, 107], [155, 112, 223, 213]]"
717,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000718.JPEG,['n03133878'],[521],"['500', '375']","[[0, 0, 223, 221]]"
718,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000719.JPEG,"['n02113978', 'n02113978']","[268, 268]","['500', '357']","[[2, 75, 217, 203], [80, 0, 137, 182]]"
719,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000720.JPEG,"['n02930766', 'n02930766', 'n02930766', 'n02930766', 'n02930766', 'n02930766', 'n02930766', 'n02930766']","[468, 468, 468, 468, 468, 468, 468, 468]","['374', '500']","[[52, 83, 222, 195], [51, 80, 105, 112], [60, 69, 111, 83], [129, 70, 184, 94], [109, 62, 146, 81], [72, 63, 88, 70], [164, 64, 190, 76], [147, 63, 164, 69]]"
720,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000721.JPEG,['n02783161'],[418],"['500', '500']","[[3, 25, 219, 205]]"
721,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000722.JPEG,['n03958227'],[728],"['500', '500']","[[51, 23, 167, 200]]"
722,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000723.JPEG,"['n02441942', 'n02441942']","[356, 356]","['400', '266']","[[33, 19, 206, 192], [19, 0, 112, 75]]"
723,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000724.JPEG,"['n02859443', 'n02859443']","[449, 449]","['500', '358']","[[29, 65, 214, 152], [154, 88, 168, 115]]"
724,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000725.JPEG,['n02096437'],[194],"['1463', '881']","[[22, 11, 201, 199]]"
725,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000726.JPEG,"['n02447366', 'n02447366', 'n02447366']","[362, 362, 362]","['475', '302']","[[18, 23, 122, 198], [133, 21, 215, 180], [195, 32, 223, 113]]"
726,/home/livia/KTH/DD2412-Project-Grad-CAM/datasets/ILSVRC2012 val/resized/ILSVRC2012_val_00000727.JPEG,['n07742313'],[948],"['500', '251']","[[71, 16, 93, 82]]"
